grid_cell,metric,mk_S,mk_tau,mk_p
414,rao_q,0,0,1
414,feve,10,1,0.02748633611151034
414,fdiv,8,0.8,0.08641073297370003
415,corrected_richness,10,1,0.02748633611151034
415,shannon,10,1,0.02748633611151034
415,inv_simpson,10,1,0.02748633611151034
415,trait_volume,0,0,1
415,trait_dispersion,-2,-0.2,0.8064959405073402
415,rao_q,0,0,1
415,feve,10,1,0.02748633611151034
415,fdiv,8,0.8,0.08641073297370003
416,corrected_richness,10,1,0.02748633611151034
416,shannon,10,1,0.02748633611151034
416,inv_simpson,10,1,0.02748633611151034
416,trait_volume,0,0,1
416,trait_dispersion,-2,-0.2,0.8064959405073402
416,rao_q,0,0,1
416,feve,10,1,0.02748633611151034
416,fdiv,10,1,0.02748633611151034
417,corrected_richness,10,1,0.02748633611151034
417,shannon,10,1,0.02748633611151034
417,inv_simpson,10,1,0.02748633611151034
417,trait_volume,4,0.4,0.4624327264504763
417,trait_dispersion,4,0.4,0.4624327264504763
417,rao_q,6,0.6,0.2206713619198468
417,feve,8,0.8,0.08641073297370003
417,fdiv,-6,-0.6,0.2206713619198468
418,corrected_richness,10,1,0.02748633611151034
418,shannon,10,1,0.02748633611151034
418,inv_simpson,10,1,0.02748633611151034
418,trait_volume,4,0.4,0.4624327264504763
418,trait_dispersion,6,0.6,0.2206713619198468
418,rao_q,6,0.6,0.2206713619198468
418,feve,10,1,0.02748633611151034
418,fdiv,-6,-0.6,0.2206713619198468
483,corrected_richness,10,1,0.02748633611151034
483,shannon,10,1,0.02748633611151034
483,inv_simpson,10,1,0.02748633611151034
483,trait_volume,-6,-0.6,0.2206713619198468
483,trait_dispersion,-6,-0.6,0.2206713619198468
483,rao_q,-6,-0.6,0.2206713619198468
483,feve,10,1,0.02748633611151034
483,fdiv,8,0.8,0.08641073297370003
484,corrected_richness,10,1,0.02748633611151034
484,shannon,10,1,0.02748633611151034
484,inv_simpson,10,1,0.02748633611151034
484,trait_volume,-4,-0.4,0.4624327264504763
484,trait_dispersion,-4,-0.4,0.4624327264504763
484,rao_q,-4,-0.4,0.4624327264504763
484,feve,10,1,0.02748633611151034
484,fdiv,8,0.8,0.08641073297370003
485,corrected_richness,10,1,0.02748633611151034
485,shannon,10,1,0.02748633611151034
485,inv_simpson,10,1,0.02748633611151034
485,trait_volume,-2,-0.2,0.8064959405073402
485,trait_dispersion,-2,-0.2,0.8064959405073402
485,rao_q,-4,-0.4,0.4624327264504763
485,feve,10,1,0.02748633611151034
485,fdiv,8,0.8,0.08641073297370003
486,corrected_richness,10,1,0.02748633611151034
486,shannon,10,1,0.02748633611151034
486,inv_simpson,10,1,0.02748633611151034
486,trait_volume,-4,-0.4,0.4624327264504763
486,trait_dispersion,-2,-0.2,0.8064959405073402
486,rao_q,-4,-0.4,0.4624327264504763
486,feve,10,1,0.02748633611151034
486,fdiv,8,0.8,0.08641073297370003
487,corrected_richness,10,1,0.02748633611151034
487,shannon,10,1,0.02748633611151034
487,inv_simpson,10,1,0.02748633611151034
487,trait_volume,-2,-0.2,0.8064959405073402
487,trait_dispersion,-2,-0.2,0.8064959405073402
487,rao_q,-2,-0.2,0.8064959405073402
487,feve,10,1,0.02748633611151034
487,fdiv,8,0.8,0.08641073297370003
554,corrected_richness,10,1,0.02748633611151034
554,shannon,10,1,0.02748633611151034
554,inv_simpson,10,1,0.02748633611151034
554,trait_volume,-6,-0.6,0.2206713619198468
554,trait_dispersion,-6,-0.6,0.2206713619198468
554,rao_q,-6,-0.6,0.2206713619198468
554,feve,10,1,0.02748633611151034
554,fdiv,8,0.8,0.08641073297370003
555,corrected_richness,10,1,0.02748633611151034
555,shannon,10,1,0.02748633611151034
555,inv_simpson,10,1,0.02748633611151034
555,trait_volume,-6,-0.6,0.2206713619198468
555,trait_dispersion,-6,-0.6,0.2206713619198468
555,rao_q,-6,-0.6,0.2206713619198468
555,feve,10,1,0.02748633611151034
555,fdiv,8,0.8,0.08641073297370003
556,corrected_richness,10,1,0.02748633611151034
556,shannon,10,1,0.02748633611151034
556,inv_simpson,10,1,0.02748633611151034
556,trait_volume,-6,-0.6,0.2206713619198468
556,trait_dispersion,-6,-0.6,0.2206713619198468
556,rao_q,-6,-0.6,0.2206713619198468
556,feve,10,1,0.02748633611151034
556,fdiv,8,0.8,0.08641073297370003
557,corrected_richness,10,1,0.02748633611151034
557,shannon,10,1,0.02748633611151034
557,inv_simpson,10,1,0.02748633611151034
557,trait_volume,-6,-0.6,0.2206713619198468
557,trait_dispersion,-6,-0.6,0.2206713619198468
557,rao_q,-6,-0.6,0.2206713619198468
557,feve,10,1,0.02748633611151034
557,fdiv,8,0.8,0.08641073297370003
558,corrected_richness,10,1,0.02748633611151034
558,shannon,10,1,0.02748633611151034
558,inv_simpson,10,1,0.02748633611151034
558,trait_volume,-4,-0.4,0.4624327264504763
558,trait_dispersion,-6,-0.6,0.2206713619198468
558,rao_q,-6,-0.6,0.2206713619198468
558,feve,10,1,0.02748633611151034
558,fdiv,8,0.8,0.08641073297370003
559,corrected_richness,10,1,0.02748633611151034
559,shannon,10,1,0.02748633611151034
559,inv_simpson,10,1,0.02748633611151034
559,trait_volume,-2,-0.2,0.8064959405073402
559,trait_dispersion,-2,-0.2,0.8064959405073402
559,rao_q,-4,-0.4,0.4624327264504763
559,feve,10,1,0.02748633611151034
559,fdiv,8,0.8,0.08641073297370003
560,corrected_richness,10,1,0.02748633611151034
560,shannon,10,1,0.02748633611151034
560,inv_simpson,10,1,0.02748633611151034
560,trait_volume,-2,-0.2,0.8064959405073402
560,trait_dispersion,-2,-0.2,0.8064959405073402
560,rao_q,-2,-0.2,0.8064959405073402
560,feve,10,1,0.02748633611151034
560,fdiv,6,0.6,0.2206713619198468
561,corrected_richness,10,1,0.02748633611151034
561,shannon,10,1,0.02748633611151034
561,inv_simpson,10,1,0.02748633611151034
561,trait_volume,0,0,1
561,trait_dispersion,0,0,1
561,rao_q,2,0.2,0.8064959405073402
561,feve,10,1,0.02748633611151034
561,fdiv,2,0.2,0.8064959405073402
563,corrected_richness,10,1,0.02748633611151034
563,shannon,10,1,0.02748633611151034
563,inv_simpson,10,1,0.02748633611151034
563,trait_volume,0,0,1
563,trait_dispersion,0,0,1
563,rao_q,0,0,1
563,feve,8,0.8,0.08641073297370003
563,fdiv,-2,-0.2,0.8064959405073402
564,corrected_richness,10,1,0.02748633611151034
564,shannon,10,1,0.02748633611151034
564,inv_simpson,10,1,0.02748633611151034
564,trait_volume,0,0,1
564,trait_dispersion,2,0.2,0.8064959405073402
564,rao_q,2,0.2,0.8064959405073402
564,feve,8,0.8,0.08641073297370003
564,fdiv,-2,-0.2,0.8064959405073402
592,corrected_richness,10,1,0.02748633611151034
592,shannon,10,1,0.02748633611151034
592,inv_simpson,10,1,0.02748633611151034
592,trait_volume,-10,-1,0.02748633611151034
592,trait_dispersion,-10,-1,0.02748633611151034
592,rao_q,-10,-1,0.02748633611151034
592,feve,10,1,0.02748633611151034
592,fdiv,10,1,0.02748633611151034
593,corrected_richness,10,1,0.02748633611151034
593,shannon,10,1,0.02748633611151034
593,inv_simpson,10,1,0.02748633611151034
593,trait_volume,-10,-1,0.02748633611151034
593,trait_dispersion,-10,-1,0.02748633611151034
593,rao_q,-10,-1,0.02748633611151034
593,feve,10,1,0.02748633611151034
593,fdiv,10,1,0.02748633611151034
625,corrected_richness,10,1,0.02748633611151034
625,shannon,10,1,0.02748633611151034
625,inv_simpson,10,1,0.02748633611151034
625,trait_volume,0,0,1
625,trait_dispersion,2,0.2,0.8064959405073402
625,rao_q,2,0.2,0.8064959405073402
625,feve,10,1,0.02748633611151034
625,fdiv,-4,-0.4,0.4624327264504763
626,corrected_richness,10,1,0.02748633611151034
626,shannon,10,1,0.02748633611151034
626,inv_simpson,10,1,0.02748633611151034
626,trait_volume,-2,-0.2,0.8064959405073402
626,trait_dispersion,2,0.2,0.8064959405073402
626,rao_q,2,0.2,0.8064959405073402
626,feve,10,1,0.02748633611151034
626,fdiv,-4,-0.4,0.4624327264504763
627,corrected_richness,10,1,0.02748633611151034
627,shannon,10,1,0.02748633611151034
627,inv_simpson,10,1,0.02748633611151034
627,trait_volume,0,0,1
627,trait_dispersion,2,0.2,0.8064959405073402
627,rao_q,2,0.2,0.8064959405073402
627,feve,8,0.8,0.08641073297370003
627,fdiv,-2,-0.2,0.8064959405073402
628,corrected_richness,10,1,0.02748633611151034
628,shannon,10,1,0.02748633611151034
628,inv_simpson,10,1,0.02748633611151034
628,trait_volume,0,0,1
628,trait_dispersion,2,0.2,0.8064959405073402
628,rao_q,4,0.4,0.4624327264504763
628,feve,6,0.6,0.2206713619198468
628,fdiv,-6,-0.6,0.2206713619198468
629,corrected_richness,10,1,0.02748633611151034
629,shannon,10,1,0.02748633611151034
629,inv_simpson,10,1,0.02748633611151034
629,trait_volume,0,0,1
629,trait_dispersion,2,0.2,0.8064959405073402
629,rao_q,4,0.4,0.4624327264504763
629,feve,6,0.6,0.2206713619198468
629,fdiv,-2,-0.2,0.8064959405073402
630,corrected_richness,10,1,0.02748633611151034
630,shannon,10,1,0.02748633611151034
630,inv_simpson,10,1,0.02748633611151034
630,trait_volume,-2,-0.2,0.8064959405073402
630,trait_dispersion,0,0,1
630,rao_q,2,0.2,0.8064959405073402
630,feve,8,0.8,0.08641073297370003
630,fdiv,0,0,1
634,corrected_richness,10,1,0.02748633611151034
634,shannon,10,1,0.02748633611151034
634,inv_simpson,10,1,0.02748633611151034
634,trait_volume,-6,-0.6,0.2206713619198468
634,trait_dispersion,-8,-0.8,0.08641073297370003
634,rao_q,-8,-0.8,0.08641073297370003
634,feve,10,1,0.02748633611151034
634,fdiv,10,1,0.02748633611151034
635,corrected_richness,10,1,0.02748633611151034
635,shannon,10,1,0.02748633611151034
635,inv_simpson,10,1,0.02748633611151034
635,trait_volume,-6,-0.6,0.2206713619198468
635,trait_dispersion,-6,-0.6,0.2206713619198468
635,rao_q,-6,-0.6,0.2206713619198468
635,feve,10,1,0.02748633611151034
635,fdiv,4,0.4,0.4624327264504763
636,corrected_richness,10,1,0.02748633611151034
636,shannon,10,1,0.02748633611151034
636,inv_simpson,10,1,0.02748633611151034
636,trait_volume,-4,-0.4,0.4624327264504763
636,trait_dispersion,0,0,1
636,rao_q,0,0,1
636,feve,8,0.8,0.08641073297370003
636,fdiv,-4,-0.4,0.4624327264504763
637,corrected_richness,10,1,0.02748633611151034
637,shannon,10,1,0.02748633611151034
637,inv_simpson,10,1,0.02748633611151034
637,trait_volume,-6,-0.6,0.2206713619198468
637,trait_dispersion,-6,-0.6,0.2206713619198468
637,rao_q,-6,-0.6,0.2206713619198468
637,feve,8,0.8,0.08641073297370003
637,fdiv,6,0.6,0.2206713619198468
640,corrected_richness,10,1,0.02748633611151034
640,shannon,10,1,0.02748633611151034
640,inv_simpson,10,1,0.02748633611151034
640,trait_volume,-10,-1,0.02748633611151034
640,trait_dispersion,-10,-1,0.02748633611151034
640,rao_q,-10,-1,0.02748633611151034
640,feve,6,0.6,0.2206713619198468
640,fdiv,10,1,0.02748633611151034
663,corrected_richness,10,1,0.02748633611151034
663,shannon,10,1,0.02748633611151034
663,inv_simpson,10,1,0.02748633611151034
663,trait_volume,-8,-0.8,0.08641073297370003
663,trait_dispersion,-8,-0.8,0.08641073297370003
663,rao_q,-8,-0.8,0.08641073297370003
663,feve,10,1,0.02748633611151034
663,fdiv,10,1,0.02748633611151034
664,corrected_richness,10,1,0.02748633611151034
664,shannon,10,1,0.02748633611151034
664,inv_simpson,10,1,0.02748633611151034
664,trait_volume,-8,-0.8,0.08641073297370003
664,trait_dispersion,-8,-0.8,0.08641073297370003
664,rao_q,-8,-0.8,0.08641073297370003
664,feve,10,1,0.02748633611151034
664,fdiv,10,1,0.02748633611151034
665,corrected_richness,10,1,0.02748633611151034
665,shannon,10,1,0.02748633611151034
665,inv_simpson,10,1,0.02748633611151034
665,trait_volume,-10,-1,0.02748633611151034
665,trait_dispersion,-10,-1,0.02748633611151034
665,rao_q,-10,-1,0.02748633611151034
665,feve,10,1,0.02748633611151034
665,fdiv,10,1,0.02748633611151034
666,corrected_richness,10,1,0.02748633611151034
666,shannon,10,1,0.02748633611151034
666,inv_simpson,10,1,0.02748633611151034
666,trait_volume,-8,-0.8,0.08641073297370003
666,trait_dispersion,-8,-0.8,0.08641073297370003
666,rao_q,-8,-0.8,0.08641073297370003
666,feve,10,1,0.02748633611151034
666,fdiv,10,1,0.02748633611151034
696,corrected_richness,10,1,0.02748633611151034
696,shannon,10,1,0.02748633611151034
696,inv_simpson,10,1,0.02748633611151034
696,trait_volume,-6,-0.6,0.2206713619198468
696,trait_dispersion,-6,-0.6,0.2206713619198468
696,rao_q,-6,-0.6,0.2206713619198468
696,feve,10,1,0.02748633611151034
696,fdiv,2,0.2,0.8064959405073402
698,corrected_richness,10,1,0.02748633611151034
698,shannon,10,1,0.02748633611151034
698,inv_simpson,10,1,0.02748633611151034
698,trait_volume,-4,-0.4,0.4624327264504763
698,trait_dispersion,-2,-0.2,0.8064959405073402
698,rao_q,-2,-0.2,0.8064959405073402
698,feve,10,1,0.02748633611151034
698,fdiv,0,0,1
699,corrected_richness,10,1,0.02748633611151034
699,shannon,10,1,0.02748633611151034
699,inv_simpson,10,1,0.02748633611151034
699,trait_volume,-4,-0.4,0.4624327264504763
699,trait_dispersion,-2,-0.2,0.8064959405073402
699,rao_q,-2,-0.2,0.8064959405073402
699,feve,10,1,0.02748633611151034
699,fdiv,2,0.2,0.8064959405073402
700,corrected_richness,10,1,0.02748633611151034
700,shannon,10,1,0.02748633611151034
700,inv_simpson,10,1,0.02748633611151034
700,trait_volume,2,0.2,0.8064959405073402
700,trait_dispersion,2,0.2,0.8064959405073402
700,rao_q,2,0.2,0.8064959405073402
700,feve,6,0.6,0.2206713619198468
700,fdiv,-8,-0.8,0.08641073297370003
701,corrected_richness,10,1,0.02748633611151034
701,shannon,10,1,0.02748633611151034
701,inv_simpson,10,1,0.02748633611151034
701,trait_volume,-2,-0.2,0.8064959405073402
701,trait_dispersion,2,0.2,0.8064959405073402
701,rao_q,2,0.2,0.8064959405073402
701,feve,4,0.4,0.4624327264504763
701,fdiv,-2,-0.2,0.8064959405073402
702,corrected_richness,10,1,0.02748633611151034
702,shannon,10,1,0.02748633611151034
702,inv_simpson,10,1,0.02748633611151034
702,trait_volume,-4,-0.4,0.4624327264504763
702,trait_dispersion,-4,-0.4,0.4624327264504763
702,rao_q,-4,-0.4,0.4624327264504763
702,feve,10,1,0.02748633611151034
702,fdiv,-2,-0.2,0.8064959405073402
704,corrected_richness,10,1,0.02748633611151034
704,shannon,10,1,0.02748633611151034
704,inv_simpson,10,1,0.02748633611151034
704,trait_volume,-2,-0.2,0.8064959405073402
704,trait_dispersion,-2,-0.2,0.8064959405073402
704,rao_q,2,0.2,0.8064959405073402
704,feve,10,1,0.02748633611151034
704,fdiv,0,0,1
705,corrected_richness,10,1,0.02748633611151034
705,shannon,10,1,0.02748633611151034
705,inv_simpson,10,1,0.02748633611151034
705,trait_volume,-4,-0.4,0.4624327264504763
705,trait_dispersion,-4,-0.4,0.4624327264504763
705,rao_q,-2,-0.2,0.8064959405073402
705,feve,10,1,0.02748633611151034
705,fdiv,8,0.8,0.08641073297370003
706,corrected_richness,10,1,0.02748633611151034
706,shannon,10,1,0.02748633611151034
706,inv_simpson,10,1,0.02748633611151034
706,trait_volume,-6,-0.6,0.2206713619198468
706,trait_dispersion,-6,-0.6,0.2206713619198468
706,rao_q,-6,-0.6,0.2206713619198468
706,feve,10,1,0.02748633611151034
706,fdiv,10,1,0.02748633611151034
708,corrected_richness,10,1,0.02748633611151034
708,shannon,10,1,0.02748633611151034
708,inv_simpson,10,1,0.02748633611151034
708,trait_volume,-6,-0.6,0.2206713619198468
708,trait_dispersion,-8,-0.8,0.08641073297370003
708,rao_q,-6,-0.6,0.2206713619198468
708,feve,10,1,0.02748633611151034
708,fdiv,10,1,0.02748633611151034
710,corrected_richness,10,1,0.02748633611151034
710,shannon,10,1,0.02748633611151034
710,inv_simpson,10,1,0.02748633611151034
710,trait_volume,-8,-0.8,0.08641073297370003
710,trait_dispersion,-10,-1,0.02748633611151034
710,rao_q,-10,-1,0.02748633611151034
710,feve,10,1,0.02748633611151034
710,fdiv,10,1,0.02748633611151034
711,corrected_richness,10,1,0.02748633611151034
711,shannon,10,1,0.02748633611151034
711,inv_simpson,10,1,0.02748633611151034
711,trait_volume,-10,-1,0.02748633611151034
711,trait_dispersion,-10,-1,0.02748633611151034
711,rao_q,-10,-1,0.02748633611151034
711,feve,10,1,0.02748633611151034
711,fdiv,10,1,0.02748633611151034
712,corrected_richness,10,1,0.02748633611151034
712,shannon,10,1,0.02748633611151034
712,inv_simpson,10,1,0.02748633611151034
712,trait_volume,-10,-1,0.02748633611151034
712,trait_dispersion,-10,-1,0.02748633611151034
712,rao_q,-10,-1,0.02748633611151034
712,feve,10,1,0.02748633611151034
712,fdiv,10,1,0.02748633611151034
716,corrected_richness,10,1,0.02748633611151034
716,shannon,10,1,0.02748633611151034
716,inv_simpson,10,1,0.02748633611151034
716,trait_volume,-10,-1,0.02748633611151034
716,trait_dispersion,-10,-1,0.02748633611151034
716,rao_q,-10,-1,0.02748633611151034
716,feve,10,1,0.02748633611151034
716,fdiv,10,1,0.02748633611151034
717,corrected_richness,10,1,0.02748633611151034
717,shannon,10,1,0.02748633611151034
717,inv_simpson,10,1,0.02748633611151034
717,trait_volume,-10,-1,0.02748633611151034
717,trait_dispersion,-10,-1,0.02748633611151034
717,rao_q,-10,-1,0.02748633611151034
717,feve,10,1,0.02748633611151034
717,fdiv,10,1,0.02748633611151034
735,corrected_richness,10,1,0.02748633611151034
735,shannon,10,1,0.02748633611151034
735,inv_simpson,10,1,0.02748633611151034
735,trait_volume,-10,-1,0.02748633611151034
735,trait_dispersion,-10,-1,0.02748633611151034
735,rao_q,-10,-1,0.02748633611151034
735,feve,10,1,0.02748633611151034
735,fdiv,10,1,0.02748633611151034
736,corrected_richness,10,1,0.02748633611151034
736,shannon,10,1,0.02748633611151034
736,inv_simpson,10,1,0.02748633611151034
736,trait_volume,-10,-1,0.02748633611151034
736,trait_dispersion,-10,-1,0.02748633611151034
736,rao_q,-10,-1,0.02748633611151034
736,feve,10,1,0.02748633611151034
736,fdiv,10,1,0.02748633611151034
737,corrected_richness,10,1,0.02748633611151034
737,shannon,10,1,0.02748633611151034
737,inv_simpson,10,1,0.02748633611151034
737,trait_volume,-8,-0.8,0.08641073297370003
737,trait_dispersion,-8,-0.8,0.08641073297370003
737,rao_q,-8,-0.8,0.08641073297370003
737,feve,10,1,0.02748633611151034
737,fdiv,8,0.8,0.08641073297370003
738,corrected_richness,10,1,0.02748633611151034
738,shannon,10,1,0.02748633611151034
738,inv_simpson,10,1,0.02748633611151034
738,trait_volume,-10,-1,0.02748633611151034
738,trait_dispersion,-10,-1,0.02748633611151034
738,rao_q,-10,-1,0.02748633611151034
738,feve,10,1,0.02748633611151034
738,fdiv,10,1,0.02748633611151034
772,corrected_richness,10,1,0.02748633611151034
772,shannon,10,1,0.02748633611151034
772,inv_simpson,10,1,0.02748633611151034
772,trait_volume,-6,-0.6,0.2206713619198468
772,trait_dispersion,-6,-0.6,0.2206713619198468
772,rao_q,-6,-0.6,0.2206713619198468
772,feve,10,1,0.02748633611151034
772,fdiv,8,0.8,0.08641073297370003
773,corrected_richness,10,1,0.02748633611151034
773,shannon,10,1,0.02748633611151034
773,inv_simpson,10,1,0.02748633611151034
773,trait_volume,-6,-0.6,0.2206713619198468
773,trait_dispersion,-6,-0.6,0.2206713619198468
773,rao_q,-4,-0.4,0.4624327264504763
773,feve,8,0.8,0.08641073297370003
773,fdiv,2,0.2,0.8064959405073402
774,corrected_richness,10,1,0.02748633611151034
774,shannon,10,1,0.02748633611151034
774,inv_simpson,10,1,0.02748633611151034
774,trait_volume,-4,-0.4,0.4624327264504763
774,trait_dispersion,-4,-0.4,0.4624327264504763
774,rao_q,-4,-0.4,0.4624327264504763
774,feve,8,0.8,0.08641073297370003
774,fdiv,4,0.4,0.4624327264504763
775,corrected_richness,10,1,0.02748633611151034
775,shannon,10,1,0.02748633611151034
775,inv_simpson,10,1,0.02748633611151034
775,trait_volume,-4,-0.4,0.4624327264504763
775,trait_dispersion,-4,-0.4,0.4624327264504763
775,rao_q,-4,-0.4,0.4624327264504763
775,feve,8,0.8,0.08641073297370003
775,fdiv,8,0.8,0.08641073297370003
776,corrected_richness,10,1,0.02748633611151034
776,shannon,10,1,0.02748633611151034
776,inv_simpson,10,1,0.02748633611151034
776,trait_volume,-4,-0.4,0.4624327264504763
776,trait_dispersion,-4,-0.4,0.4624327264504763
776,rao_q,-4,-0.4,0.4624327264504763
776,feve,8,0.8,0.08641073297370003
776,fdiv,8,0.8,0.08641073297370003
777,corrected_richness,10,1,0.02748633611151034
777,shannon,10,1,0.02748633611151034
777,inv_simpson,10,1,0.02748633611151034
777,trait_volume,0,0,1
777,trait_dispersion,-4,-0.4,0.4624327264504763
777,rao_q,2,0.2,0.8064959405073402
777,feve,8,0.8,0.08641073297370003
777,fdiv,8,0.8,0.08641073297370003
778,corrected_richness,10,1,0.02748633611151034
778,shannon,10,1,0.02748633611151034
